record_id,binary_label,label_raw,article_id,keyword,country,text,y_true,score,y_pred,mistake_strength
7040,1,"[0, 0, 1, 0, 0, 0, 0]",515536,poor-families,au,"Michael Gove 's recent suggestion that inadequate financial management skills among poor families are to blame for the increasing demand on food banks has , unsurprisingly , sparked an angry response . Critics feel the Conservative Party is out of touch with the pressures on ordinary families .",1,-1.4650841912426773,0,1.4650841912426773
1572,1,"[1, 0, 0, 0, 0, 1, 1]",3446452,migrant,ph,If only we had more stories that championed the brilliance of migrant workers perhaps we 'd be able to challenge the silence that permits them to be treated in such a disdainful way .,1,-1.4604115673929048,0,1.4604115673929048
9006,1,"[1, 0, 0, 1, 0, 0, 0]",17387033,women,gh,""" Jesus is the Master Feminist because he championed the cause of women , "" she said .",1,-1.4501102541010409,0,1.4501102541010409
1922,1,"[0, 0, 1, 1, 1, 0, 0]",20825894,hopeless,pk,"The Global Gender Gap Report 2016 has ranked Pakistan 143 out of 144 countries . This really demonstrates the failure of feminists who are hopeless to break the historical shackles of bondage on women and establish favorable political , educational , economic , and health conditions .",1,-1.4347685853066623,0,1.4347685853066623
773,1,"[1, 0, 1, 0, 0, 1, 0]",1759840,immigrant,us,"Sheepherding in America has always been an immigrant 's job , too dirty , too cold and too lonely for anyone with options .",1,-1.385458455152084,0,1.385458455152084
1674,1,"[0, 0, 0, 0, 0, 0, 1]",13863515,disabled,ph,"Kyle really your a pig , lol youre also very ignorant do nt like over weight women , well have u looked in the mirror recently your FAT , YOU AND YOUR BOSS SHOULD BE SACKED never to return to radio , , how dare you say go for the disabled , your more disabled than the disabled olympians , they have a genuine heart , you do nt have one ,",1,-1.3739211725410754,0,1.3739211725410754
7394,1,"[1, 1, 0, 0, 0, 0, 0]",23558761,women,pk,"KARACHI - On the eve of International Women 's Day , Pakistan People 's Party Chairman Bilawal Bhutto Zardari has announced that his party 's Women Wing will organise Karwan-e-Benazir rallies in all the provincial capitals and in Azad Jammu &amp; Kashmir , Gilgit-Baltistan and Fata to celebrate the day and PPP 's achievements for empowerment of women in the country .",1,-1.371216775219581,0,1.371216775219581
5612,1,"[1, 1, 0, 1, 0, 0, 0]",14569230,homeless,tz,"He said the victims who are currently rendered homeless can now be relieved of troubles as the 5,000 iron sheets from Mwanza had arrived , with 1,200 already distributed to victims in Bukoba Municipality .",1,-1.3534660181595162,0,1.3534660181595162
3614,1,"[1, 1, 0, 0, 0, 0, 0]",23754548,vulnerable,nz,News this month that Anglican Care spent $4 million buying a Christchurch site as a hub for vulnerable youths is a fine example of that community-minded approach . In years to come there may be an interesting contrast between a beautifully restored cathedral that is empty much of the time and a youth hub and revamped City Mission that are constantly busy .,1,-1.3014334962605465,0,1.3014334962605465
2133,1,"[0, 0, 0, 0, 0, 1, 0]",312260,homeless,gb,"The drama 's compelling nature derived from a thorough knowledge of its cast , more numerous and improbable than any soap opera 's . The bite came from underlying tragedy : lost wives , lost jobs , pennilessness , homelessness and death . I have never laughed so much as in Soho in the Eighties .",1,-1.2883871311101496,0,1.2883871311101496
2591,1,"[1, 0, 0, 0, 0, 0, 0]",1935812,refugee,gh,"One petition signer , the Reverend Everett Shattuck , 59 , a Church of the Brethren minister from Mill Creek , Indiana , said opening his home to refugees was part of the U.S. tradition of welcoming immigrants .",1,-1.253678799881104,0,1.253678799881104
8260,1,"[1, 0, 0, 0, 1, 1, 0]",20822826,in-need,ke,"Yangon , Myanmar , September 29 , 2017 -- Sanna Johnson , IRC 's Regional Director said : "" Whether forced to flee to neighbouring Bangladesh or stuck in northern Myanmar , cut off from essential services and lifesaving aid , Rohingya refugees have no safe place to call home . Today 's reported drownings are a tragic reminder of this desperation . As the largest health care provider in Rakhine State , the IRC is deeply alarmed by conditions on both sides of the border and calls for immediate access to reach those communities in need . """,1,-1.231628210240718,0,1.231628210240718
10326,1,"[1, 0, 1, 0, 0, 0, 0]",24549038,poor-families,hk,"A top health official said today that the government could consider subsidies to help poor families pay for healthy food -- or imposing taxes on unhealthy products -- if other efforts fail to encourage better eating habits among Hong Kong residents . Dr Regina Ching from the Health Department said such moves could be explored as a way to cut levels of chronic illnesses in the city , such ...",1,-1.179111663390458,0,1.179111663390458
1648,1,"[1, 0, 0, 0, 0, 1, 1]",18432489,women,za,"Mari ? tte Coetzee from Stofberg Family Vineyards ( whose Mia Chenin Blanc 2016 was the garagiste trophy winner at last year 's Michelangelo Awards and the recipient of four Platter 's stars for the Mari ? tte Chenin Blanc 2016 ) , says : "" We can be extremely proud of the current women winemakers in our industry , especially considering most of them are juggling a family along with the long working hours .",1,-1.1475004653245502,0,1.1475004653245502
8706,1,"[1, 1, 0, 1, 0, 0, 0]",16292932,poor-families,pk,"A massive cleanup and awareness drive was conducted jointly by the LWMC and the Bahria University , Lahore Campus in different localities of Johar Town . The purpose of the drive was to improve state of cleanliness and sensitise poor families to hygienic conditions .",1,-1.1091206647425371,0,1.1091206647425371
5059,1,"[0, 0, 0, 0, 1, 1, 0]",19676341,disabled,nz,"New Zealand has been getting more comfortable confronting difficult issues in primetime . Last year , Nigel Latta : The Hard Stuff 's exploration of suicide and teenagers ' online lives was a hit . Earlier this year another season of The Undateables , a British show about dating amongst the disabled and those with learning disabilities played at 8.45pm Mondays on TVNZ 2 . And despite the exploitative name , Embarassing Bodies has helped open eyes and minds to the reality of those whose physical form deviates from a societal conception of ' normal ' .",1,-1.0861940692240288,0,1.0861940692240288
6645,1,"[1, 0, 0, 0, 0, 0, 0]",16164864,in-need,ph,"After the satisfying evening , Manny Osme ? a left us pondering on his quote , "" Money is pressure until it is used to help people in need . """,1,-1.0731564541126977,0,1.0731564541126977
7918,1,"[1, 0, 0, 0, 0, 0, 0]",16413961,poor-families,ng,""" Nigeria 's tertiary education system is still elitist . We do n't make allowance for poor families , families that have not yet produced a university graduate . How do these people assess the university education ?",1,-1.0370261486415735,0,1.0370261486415735
107,1,"[0, 0, 0, 0, 0, 0, 1]",16900972,homeless,ke,"His present "" chambers "" may be quite humble , but Shiyani has the tiny space very neatly organized and clean . Many people pass him by but do not manage to see him , because the space is partially hidden behind trees , which gives him a relative privacy . "" There are many homeless sleeping around the station , "" Captain Xoli Mbele , from the nearby Johannesburg Central Police station said .",1,-1.0047098330607964,0,1.0047098330607964
498,1,"[0, 0, 1, 0, 1, 1, 0]",20459676,hopeless,gb,"Almost apocalyptic in its devastation , the wrath of one of the most powerful storms ever to hit the Atlantic is evidenced in the smashed ruins of Barbuda 's candy-coloured homes , the hopeless faces of residents who have lost everything they own , and the haunted eyes of their children .",1,-1.0042164770877196,0,1.0042164770877196
157,1,"[1, 1, 0, 0, 1, 1, 0]",21712008,poor-families,ca,"We are alarmed to learn of your recently circulated proposals that would eviscerate the Lifeline program and leave many of the most vulnerable people in the country without access to affordable communications . As you are well aware , the Lifeline program provides a modest monthly subsidy of $9.25 to connect low-income Americans to phone and internet services . As broadband prices continue to soar , and affordability continues to suffer , adoption gaps remain . The Lifeline program has proven critical for poor families and people of color who are caught on the wrong side of the digital divide .",1,-0.9747175872397644,0,0.9747175872397644
4303,1,"[1, 0, 1, 0, 1, 1, 0]",3750373,in-need,ie,"PIC : James McClean delivers on his incredibly classy promise to young disabled girl <h> James McClean may be one of the most controversial figures in the Premier League but , when push comes to shove , his heart is always in the right place for those in need .",1,-0.96713296943542,0,0.96713296943542
6821,1,"[1, 0, 1, 0, 0, 1, 0]",2718131,hopeless,za,"That is the big picture , the one conveyed in official reports and government documents . But for the people who live on the ground in the province , it does not begin to portray the hopelessness , the everyday obstacles , the decay .",1,-0.8594765351061422,0,0.8594765351061422
915,1,"[0, 1, 0, 1, 1, 0, 0]",8124390,women,gh,"She continued , "" I stepped away from hiding behind a fabricated version of myself . I no longer put actions behind my fears and insecurities . I made a choice to redirect my energy to be a catalyst for change . To create a channel for women to become the truest versions of themselves , along with me. """,1,-0.843596956294483,0,0.843596956294483
6995,1,"[1, 1, 0, 0, 1, 1, 0]",20623010,immigrant,ph,"Many celebrities wore blue ribbons to support the American Civil Liberties Union , which is seeking to shed light on the plight of young immigrants facing the potential of being deported .",1,-0.8275030516224082,0,0.8275030516224082
8330,1,"[0, 0, 1, 0, 0, 0, 0]",17252299,refugee,ng,"Many refugees do n't want to be resettled anywhere , let alone in the US .",1,-0.8249301657495471,0,0.8249301657495471
582,1,"[1, 0, 0, 0, 0, 0, 0]",24462014,homeless,ie,"It 's calculated that over 204,000 days of purpose-built residential accommodation to otherwise potentially homeless elderly men and women have been delivered by this personally driven altruistic act alone .",1,-0.8135552777435644,0,0.8135552777435644
4560,1,"[0, 0, 1, 0, 0, 1, 0]",25759113,hopeless,tz,"Hundreds of thousand Africans are graduating per year . Different from 1980s and early 1990s when college outpours got immediately absorbed in the labour market , many today are jobless and hopeless .",1,-0.7825896225914357,0,0.7825896225914357
1447,1,"[1, 0, 0, 0, 1, 0, 0]",1867976,vulnerable,tz,"This is a new education programme introduced in this district to ensure that each vulnerable girl and boy in this district is educated , protected , respected and valued and grows up to turn the tide of poverty .",1,-0.7751077077100295,0,0.7751077077100295
2196,1,"[1, 0, 0, 0, 0, 1, 0]",3153206,refugee,gb,""" It 's the largest humanitarian tragedy of our time , "" Ninette Kelley , the UN high commissioner for refugees ' representative to Lebanon , told the Guardian earlier this month in an interview . "" We do not want the world to forget that people are suffering here . """,1,-0.7491368632341218,0,0.7491368632341218
5846,1,"[1, 0, 0, 0, 0, 1, 0]",15011413,poor-families,in,"KOLKATA : Sourav Kaibartya , a fisherman 's son who scored 94.2% in his higher secondary examination this year got entry into NIT Durgapur for engineering course . The boy was at a loss as to who will fund his education . That is when a corporate house came into his rescue . Thirty-seven students like him from West Bengal meritorious but from poor families will now get to continue their studies with an initiative from Magma Fincorp Ltd .",1,-0.736457943898444,0,0.736457943898444
8722,1,"[1, 0, 1, 0, 0, 0, 0]",10135694,immigrant,ph,"But if the Supreme Court gives a favorable decision for the president , his immigration program would immediately take effect , changing the lives of eligible Filipino families and other immigrants .",1,-0.7320102899405436,0,0.7320102899405436
2610,1,"[0, 0, 1, 0, 1, 1, 0]",21225361,immigrant,gh,"Nearly 15,000 West African teenagers leave their homes every year to play football in Europe . Few make good on their dreams . Some are lured by corrupt "" agents "" , smuggled across the searing Sahara and discarded in the streets of Europe , resigned to selling fake designer bags as undocumented immigrants . Others are nabbed by academies and feeder teams affiliated with European clubs and often dumped like bad stocks .",1,-0.7283261535442582,0,0.7283261535442582
9998,1,"[1, 1, 0, 0, 0, 0, 0]",4628583,in-need,bd,""" In addition , the Members of Parliament will visit two projects that focus on the inclusion of street children and victims of acid attacks to demonstrate their solidarity with those vulnerable groups in need of support . Finally , on April 29 the delegation will brief the journalists on the outcome of the visit at a press conference . """,1,-0.7219168052015208,0,0.7219168052015208
1477,1,"[0, 0, 1, 0, 0, 1, 0]",8459084,disabled,ph,"Haiti has legal protections for the disabled on paper , but the laws are poorly implemented . Disabled Haitians have few opportunities to work and too many youngsters with disabilities languish out of sight at home instead of going to school . Some impoverished parents abandon disabled kids outside state institutions or farm them out as domestic servants .",1,-0.6895646960371384,0,0.6895646960371384
952,1,"[0, 0, 0, 0, 1, 1, 0]",21021117,homeless,ie,"Bombarded by schizophrenia , addiction and homelessness , you might say that Eoghan O'Driscoll has been to hell and back . But he is finding a new balance through painting . Interview : Michael Lanigan",1,-0.6688888620197309,0,0.6688888620197309
