record_id,binary_label,label_raw,article_id,keyword,country,text,y_true,prob_pos,y_pred,mistake_strength
7726,1,"[1, 0, 0, 0, 0, 1, 0]",4749950,refugee,ie,"In Dublin , the Church of Ireland Archbishop Dr Michael Jackson reflected on the year drawing to a close and recalled the "" horrific conflagration at the halting site in Carrickmines "" and the death of Garda Tony Golden in Omeath , as well as the "" refugees fleeing from Syria "" and other parts of the Middle East and the "" forgotten peoples of Africa "" .",1,0.020366525,0,-0.020366525
952,1,"[0, 0, 0, 0, 1, 1, 0]",21021117,homeless,ie,"Bombarded by schizophrenia , addiction and homelessness , you might say that Eoghan O'Driscoll has been to hell and back . But he is finding a new balance through painting . Interview : Michael Lanigan",1,0.021161657,0,-0.021161657
5059,1,"[0, 0, 0, 0, 1, 1, 0]",19676341,disabled,nz,"New Zealand has been getting more comfortable confronting difficult issues in primetime . Last year , Nigel Latta : The Hard Stuff 's exploration of suicide and teenagers ' online lives was a hit . Earlier this year another season of The Undateables , a British show about dating amongst the disabled and those with learning disabilities played at 8.45pm Mondays on TVNZ 2 . And despite the exploitative name , Embarassing Bodies has helped open eyes and minds to the reality of those whose physical form deviates from a societal conception of ' normal ' .",1,0.02165234,0,-0.02165234
5846,1,"[1, 0, 0, 0, 0, 1, 0]",15011413,poor-families,in,"KOLKATA : Sourav Kaibartya , a fisherman 's son who scored 94.2% in his higher secondary examination this year got entry into NIT Durgapur for engineering course . The boy was at a loss as to who will fund his education . That is when a corporate house came into his rescue . Thirty-seven students like him from West Bengal meritorious but from poor families will now get to continue their studies with an initiative from Magma Fincorp Ltd .",1,0.022254309,0,-0.022254309
5248,1,"[0, 0, 0, 1, 0, 0, 0]",1940272,women,tz,"Maida noted that political issues should not twist women away from matters of development , the important thing is peace , and women must wake up , since they need economic revolution through peaceful means .",1,0.0225226,0,-0.0225226
8831,1,"[0, 0, 0, 1, 0, 0, 0]",86278,women,za,"It is also good news for women 's issues , which are in desperate need of a woman 's touch . As much work as the ANC has done thus far , we have a long way to go in this and in many other regards .",1,0.023660814,0,-0.023660814
4089,1,"[1, 0, 0, 0, 0, 0, 0]",25597822,homeless,pk,"In a 90-degree view of his constituency , one can see a high rise and a flyover while underneath it , homeless people sleep on pavements . "" As you can see , my constituency is not confined to one socio-economic group , "" he said , adding that apart from water , another major concern for him is to improve the standard of public schools in the area .",1,0.023664592,0,-0.023664592
2591,1,"[1, 0, 0, 0, 0, 0, 0]",1935812,refugee,gh,"One petition signer , the Reverend Everett Shattuck , 59 , a Church of the Brethren minister from Mill Creek , Indiana , said opening his home to refugees was part of the U.S. tradition of welcoming immigrants .",1,0.02405536,0,-0.02405536
7651,1,"[0, 0, 1, 0, 1, 1, 0]",20459067,poor-families,nz,"But kids fall through the cracks . If they move around a lot between schools - as kids from poor families very often do , due to precarious housing - they can go years between check-ups .",1,0.024442572,0,-0.024442572
8706,1,"[1, 1, 0, 1, 0, 0, 0]",16292932,poor-families,pk,"A massive cleanup and awareness drive was conducted jointly by the LWMC and the Bahria University , Lahore Campus in different localities of Johar Town . The purpose of the drive was to improve state of cleanliness and sensitise poor families to hygienic conditions .",1,0.025309658,0,-0.025309658
3382,1,"[0, 0, 1, 0, 1, 1, 0]",21825014,poor-families,hk,"This little girl with her whole life in front of her can not go to school , can not read , can not write . At age seven , she is guilty , of being one of the world 's 60 million refugees in the year 2017 ! The government claims it has implemented "" 15 years free education "" but the reality does not match the words . For pre-school children , where government policies have created a completely privatised sector , normal fees are HK$2,800 per month -- completely out of reach for poor families .",1,0.02590641,0,-0.02590641
7394,1,"[1, 1, 0, 0, 0, 0, 0]",23558761,women,pk,"KARACHI - On the eve of International Women 's Day , Pakistan People 's Party Chairman Bilawal Bhutto Zardari has announced that his party 's Women Wing will organise Karwan-e-Benazir rallies in all the provincial capitals and in Azad Jammu &amp; Kashmir , Gilgit-Baltistan and Fata to celebrate the day and PPP 's achievements for empowerment of women in the country .",1,0.026153134,0,-0.026153134
915,1,"[0, 1, 0, 1, 1, 0, 0]",8124390,women,gh,"She continued , "" I stepped away from hiding behind a fabricated version of myself . I no longer put actions behind my fears and insecurities . I made a choice to redirect my energy to be a catalyst for change . To create a channel for women to become the truest versions of themselves , along with me. """,1,0.030789642,0,-0.030789642
7191,1,"[1, 0, 0, 1, 0, 0, 0]",1830968,poor-families,tz,""" Boarding schools should be for those coming from poor families who when admitted to boarding secondary schools would be assured of their meals provided by schools , "" she said .",1,0.031019656,0,-0.031019656
6056,1,"[1, 1, 1, 0, 1, 1, 0]",4702454,refugee,my,"IdeaRaya spokesman Maryam Ramli Lee in an interview with Malay Mail Online , September 10 , 2015 . For human rights , Idearaya is shining a spotlight on marginalised communities such as refugees and migrant workers , while its focus for philosophy this year would be on educating children to express themselves philosophically .",1,0.031847153,0,-0.031847153
4327,1,"[0, 0, 1, 0, 0, 1, 0]",14178322,women,gh,"If in addition ' miracles ' can be orchestrated then the acceptance and reverence become total . In a country where statistics state that unemployment is about 25 per cent but we know it is more like 70 per cent , where the next meal will come from is unpredictable and on a daily basis time just passes by ; it is not far-fetched for women to become prayer warriors for their children , husbands and siblings and are made to blame whatever is happening not on policies of the government but on the machinations of the devil .",1,0.03404992,0,-0.03404992
9407,1,"[1, 0, 0, 0, 0, 0, 0]",701469,poor-families,za,"Winfrey 's school is an attempt to wield philanthropy and celebrity against South Africa 's social and educational crises . High-achieving students from poor families were admitted after a rigorous application process in which Winfrey was deeply involved , and she has visited regularly to counsel her girls . She held a last , late-night "" pajama party "" with the graduates Friday .",1,0.034456667,0,-0.034456667
1847,1,"[0, 0, 1, 0, 0, 1, 0]",416767,hopeless,ca,"TREVOR HAGAN/WINNIPEG FREE PRESS John Donovan , northern region director of the Addictions Foundation of Manitoba : ? Many of them are feeling pretty hopeless. ?",1,0.03613946,0,-0.03613946
432,1,"[0, 0, 0, 0, 0, 1, 0]",15802146,refugee,nz,"He depicts demonstrations by refugees at the border post , their catastrophic living conditions and the desperate attempt of several hundred to cross a river a few kilometres from the camp to get into Macedonia on 14 March 2016 .",1,0.03843916,0,-0.03843916
644,1,"[1, 0, 0, 0, 0, 0, 0]",3541025,disabled,ph,""" I and my daughter Monica are excited about providing a space for disabled people to be able to get together and earn fair prices for their work , "" Mr. Rogers said .",1,0.039038453,0,-0.039038453
